1544	34.44	-25.57	10.77
1546	36.91	-23.56	11.54
1547	24.69	-73.5	7.62
1552	33.82	-24.85	10.55
1553	34.66	-34.46	10.8
1564	12.57	-68.38	3.65
1572	51.48	-35.36	15.99
1577	41.76	-70.22	12.8
1582	43.4	-72.33	13.21
1583	29.11	-38.6	8.94
1588	-20.56	-74.4	-6.75
1592	43.26	-15.32	13.41
1594	30.85	-26.89	9.49
1606	16.76	-56.73	4.9
1609	18.68	-45.65	5.53
1621	65.78	-82.66	19.88
1634	12.45	-33.92	3.59
1641	0.31	1.12	0.11
1651	-2.11	-15.48	-0.81
1654	47.8	-32.31	14.44
1656	14.29	-35.15	4.04
1658	45.31	-12.32	13.86
1660	14.73	-35.01	4.17
1665	10.28	-14.22	3.01
1693	14.78	-34.62	4.09
1713	15.19	-35.04	4.16
1714	4.81	-9.05	1.35
1715	14.72	-34.92	4.01
1723	18.23	-35.71	5.05
1726	19.36	-64.21	4.95
1736	47.5	-33.15	14
1737	18.51	-35.16	5.1
1738	-34.42	-84.61	-11.91
1743	70.29	-55.65	20.58
1748	17.75	-34.71	4.85
1750	4.83	-8.53	1.33
1751	21.79	-69.04	5.48
1754	36.16	-22.95	10.64
1755	15.34	-71.34	3.41
1758	46.03	-31.68	13.5
1760	19.01	-36.48	5.16
1762	13.58	-56.79	3.13
1771	14.51	-10.84	4.22
1773	16.71	-55.84	4.01
1774	20.82	-13.78	6.09
1777	-0.76	0.31	-0.23
1797	48.24	-32.88	13.97
1802	28.1	-38.63	7.67
1806	30.56	-153.6	5.99
1813	-1.45	-11.51	-0.69
1814	16	-34.12	4.11
1816	-12.93	-27.91	-4.54
1817	36.76	-35.75	10.35
1828	47.96	-32.65	13.77
1833	-2.01	-69.98	-2.22
1841	7.7	-30.74	1.59
1844	22.49	-44.54	5.72
1845	-22.55	-85.91	-8.89
1851	-1.63	-13.04	-0.82
1858	-27.38	-91.72	-10.58
1861	47.02	-20.26	13.66
1879	-4.07	-69.37	-3.06
1886	22.76	-70.62	4.91
1897	28.21	-99.99	5.75
1903	58.88	-105.38	14.71
1905	22.3	-49.08	5.3
1908	17.06	-54.87	3.56
1909	8.22	-31.24	1.58
1910	-12.72	-68.27	-5.76
1911	4.26	-76.91	-0.92
1913	33.79	-25.11	9.41
1921	21.67	-33.28	5.53
1924	8.89	-14.88	2.23
1926	6.9	-67.14	0.09
1927	21.09	-32.46	5.36
1932	8.13	-30.9	1.51
1933	68.51	-84.29	17.98
1942	-0.98	-72.02	-2.51
1957	48.64	-32.65	13.44
1958	46.77	-31.7	12.91
1961	-19.23	-72.39	-8.09
1970	9.36	-18.04	2.18
1971	31.45	-28.47	8.39
1977	0.16	-26.3	-0.86
1979	8.98	-35.9	1.43
1982	46.27	-32.13	12.63
1986	26.8	-36.41	6.68
1987	45.76	-31.89	12.45
2001	12.42	-56.89	1.61
2003	26.92	-42.02	6.42
2004	-5.52	1.66	-1.57
2007	16.12	-34.32	3.51
2011	-76.78	-89.68	-25.96
2022	18.57	-35.54	4.13
2023	35.17	-31.78	9.17
2035	9.18	-32.7	1.4
2052	-0.38	-12.93	-0.64
2056	62.23	-104.4	13.98
2058	17.06	-74.68	1.94
2060	48.05	-23.19	13.15
2062	54.37	-72.22	12.97
2068	28.85	-53.04	6.23
2069	48.91	-74.6	11.24
2071	-0.82	-12.48	-0.77
2081	3.84	-12.57	0.58
2085	30.03	-22.66	7.81
2088	47.78	-23.11	12.98
2094	45.36	-30.01	11.96
2098	43.8	-15.68	12.1
2112	-13.09	-67.24	-6.83
2113	52.62	-37.71	13.67
2122	1.64	-35.3	-1.13
2131	21.5	-52.21	3.85
2133	16.43	-43.79	2.76
2134	27.53	-40.85	6.12
2136	35.63	-31.14	8.9
2138	3.01	-29.62	-0.5
2139	26.01	-38.76	5.76
2142	0.17	-12.58	-0.54
2143	11.81	-55.29	0.82
2147	49.09	-32.52	12.71
2148	38.84	-34.17	9.65
2151	12.36	-44.14	1.47
2154	36.27	-32	8.98
2159	63.1	-60.68	15.35
2160	15.52	-48	2.17
2163	22.47	-39.47	4.6
2166	14.64	-61.56	1.24
2169	37.35	-23.77	9.65
2180	54.57	-104.68	10.6
2194	60.83	-58.22	14.59
2196	45.14	-31.06	11.45
2199	-2.45	-68.54	-4.23
2202	31.55	-27.75	7.67
2207	18.28	-33.61	3.52
2215	-11.16	-31.05	-4.84
2224	31.33	-152.11	0.64
2228	1.69	-27.35	-0.96
2231	39.81	-29.12	9.89
2232	3.8	-35.59	-0.81
2241	2.21	-35.18	-1.28
2242	65.19	-94.75	13.57
2253	7.95	-55.72	-0.79
2254	24.22	-43.39	4.55
2260	24.4	-41.81	4.65
2261	37.13	-23.76	9.31
2266	40.31	-69.7	7.65
2268	27.19	-40.84	5.5
2272	-36.06	-71.92	-14.37
2279	22.29	-42.02	3.98
2280	20.27	-103.92	-0.17
2287	40.1	-28.94	9.78
2288	31.9	-38.11	6.91
2294	40.21	-28.85	9.8
2302	40.54	-28.38	9.91
2309	40.14	-28.98	9.74
2312	33.93	-37.34	7.47
2314	47.27	-20.26	12.26
2316	52.23	-43.1	12.31
2324	60.24	-95.7	11.41
2329	-5.84	1.75	-1.55
2332	16.5	-55.05	1.38
2342	25.22	-41.66	4.64
2344	60.61	-94.72	11.49
2358	-1.05	-65.51	-4.32
2366	22.98	-41.11	3.99
2370	23.95	-41.81	4.2
2372	59.25	-95.17	10.89
2380	7.07	-35.36	-0.2
2383	-9.68	-60.54	-6.52
2384	21.38	-38.25	3.66
2387	22.4	-41.79	3.73
2390	22.74	-33.6	4.32
2404	59.38	-94.85	10.7
2417	-38.22	-68.75	-15.25
2429	-4.02	1.74	-1.02
2430	59.17	-94.84	10.37
2431	59.98	-95.42	10.53
2436	11.94	4.21	3.63
2437	2.77	-12.87	-0.08
2438	1.23	-70.66	-4.36
2445	-9.25	-12.57	-3.44
2449	22.72	-42.32	3.5
2451	-38.29	-68.76	-15.39
2454	17.15	-79.03	-0.57
2458	35.42	-23.39	8.32
2468	31.46	-37.13	6.22
2479	32.01	-26.49	7.08
2482	9.97	-35.02	0.31
2483	52.75	-38.23	12
2490	-14.98	-54.61	-8.06
2492	2.01	-12.21	-0.31
2501	43.58	-146.14	1.65
2503	20.97	-47.37	2.45
2504	38.19	-24	8.91
2515	40.24	-148.74	0.5
2517	88.36	-47.62	21.1
2520	49.28	-30.46	11.47
2526	1.76	-12.31	-0.42
2527	22.26	-44.84	2.88
2537	39.78	-28.28	8.94
2544	-0.32	0.15	-0.08
2546	22.29	-41.47	3.06
2547	20.71	-46.21	2.27
2553	36.39	-25.69	8.14
2555	-5.49	2.47	-1.33
2557	-5.3	2.34	-1.29
2559	3.31	-64.35	-3.94
2564	27.31	-102.34	-0.35
2571	49.41	-30.37	11.34
2578	0.05	-0.66	-0.04
2593	46.57	-11.82	11.9
2597	16.44	-34.39	1.83
2598	18.38	-51.73	1
2599	37.14	-26.01	8.18
2601	20.07	-50.42	1.55
2611	2.44	-64.24	-4.44
2614	37.07	-23.35	8.31
2615	22.76	-45.71	2.59
2616	23.77	-60.01	1.71
2621	74.71	-60.02	15.62
2624	27.48	-103.82	-0.83
2627	37.77	-29.66	7.92
2631	51.28	-148.96	1.82
2649	28.95	-31.95	5.19
2659	67.52	-93.16	10.37
2660	16.38	-55.25	-0.26
2665	19.33	-79.09	-1.58
2667	0.24	-64.93	-5.57
2679	-4.09	-54.76	-5.93
2692	-18.22	-66.36	-10.83
2693	-37.21	-69.05	-16.2
2699	16.15	-16.3	2.89
2701	4.38	-101.7	-7.95
2704	47.31	-11.47	11.71
2712	37.98	-26.28	7.85
2717	48.91	-31.91	10.27
2726	92.68	-50.56	20.29
2734	-10.13	-66.11	-8.78
2739	35.76	-28.31	6.99
2742	35.7	-24.65	7.3
2743	37.9	-23.91	7.95
2744	5.16	-60.67	-4.23
2747	39.93	-27.49	8.13
2752	38.01	-28.43	7.54
2758	-0.14	1.36	0.09
2759	26.76	-62.17	1.37
2765	27.13	-40.9	3.42
2767	-32.07	-23.29	-10.76
2768	72.87	-86.4	11.36
2769	59.12	-67.71	9.36
2782	39.23	-25.69	8.03
2784	70.66	-85.33	10.74
2786	15.34	-51.94	-0.81
2789	-0.01	0.43	0.04
2800	15.4	-52.02	-0.88
2804	66.59	-85.84	9.52
2805	2.88	-9.76	-0.17
2806	29.6	-29.65	5.02
2812	11.21	-36.82	-0.55
2818	27.47	-40.75	3.36
2819	36.25	-27.49	6.98
2820	14.64	-33.98	0.6
2822	21.5	-47.23	1.13
2828	38.27	-30.23	7.2
2834	8.17	-14.18	0.77
2856	19.3	-80.93	-3
2865	37.88	-28.07	7.16
2881	-0.12	0.78	0.05
2883	14.49	-31.99	0.53
2889	22.48	-43.83	1.38
2897	-8.54	-93.71	-11.98
2899	39.91	-26.09	7.76
2902	0	0.04	0
2905	19.44	-38.1	1.12
2909	-14.78	-67.56	-10.93
2914	30.57	-28.37	5.04
2917	32.14	-151.54	-7.49
2922	28	-41.91	2.93
2928	35.42	-23.02	6.84
2932	-16.02	-64.71	-11.06
2933	-0.08	0.68	0.05
2934	69.59	-90.91	8.5
2936	18.72	-50.07	-0.46
2942	-17.82	-63.41	-11.45
2943	10.63	-52.53	-2.88
2948	-31.05	-67.11	-15.32
2949	15.48	-34.26	0.34
2959	14.5	-40.86	-0.65
2963	0.53	-51.87	-5.48
2964	37.32	-27.09	6.78
2970	14.72	-166.59	-14.25
2971	-31.43	-58.83	-14.56
2980	4.48	-12.74	-0.22
3020	37.4	-26.13	6.77
3023	72.37	-16.19	16.91
3024	24.74	-44.12	1.46
3027	51.19	-46.07	8.08
3031	7.97	-14.25	0.46
3062	4.12	-9.96	-0.08
3063	15.21	-167.12	-15.18
3072	33.17	-39.13	4.03
3076	74.22	-62.61	11.86
3081	36.59	-25.99	6.39
3085	-0.69	-0.67	-0.26
3089	-0.92	-13.5	-1.8
3105	15.38	-168.06	-15.7
3108	37.58	-26.84	6.48
3109	6.64	-12.77	0.21
3120	50.9	-46.6	7.52
3129	0.77	-103.26	-12.03
3133	33.88	-23.97	5.79
3137	22.59	-40.73	0.91
3138	15.1	-166.13	-15.93
3140	17.4	-53.87	-1.98
3144	-28.91	-48.69	-13.17
3147	22.19	-39.77	0.91
3153	-3.67	-108.18	-13.87
3156	42.09	-18.37	8.52
3157	28.73	-29.92	3.72
3159	0.19	-52.29	-6.23
3162	-21.14	-66.29	-13.35
3165	-5.2	-50.28	-7.38
3166	16.01	-50.48	-1.99
3168	-26.26	-74.27	-15.63
3174	49.58	-22.33	9.88
3181	15.9	-166.59	-16.14
3183	44.06	6.91	12.02
3184	52.75	-35.84	9.03
3190	-58.24	-82.82	-24.87
3194	53.73	-115.11	-0.42
3202	-70.04	-87.75	-28.5
3207	19.71	-48.81	-1.04
3210	6.09	-93.79	-10.03
3211	-27.92	-63.44	-14.88
3213	-32.12	-44.29	-13.6
3218	50.1	-26.46	9.37
3219	17.13	-15.85	2.36
3222	40.07	-26.18	6.85
3230	46.88	-16.98	9.7
3235	34.87	-24.63	5.73
3238	0.16	0.86	0.15
3239	46.86	-10.07	10.56
3243	48.85	-138.95	-5.08
3247	39.14	-26.1	6.59
3250	4.74	-13.47	-0.5
3252	8.49	-59.58	-5.34
3260	39.64	-25.71	6.74
3267	55.13	-115.14	-0.7
3268	74.8	-104.62	5.61
3272	54.24	-115.06	-0.93
3273	54.68	-115.01	-0.76
3274	39.17	-25.27	6.64
3285	52.02	-35.18	8.56
3289	52.99	-14.77	11.38
3296	24.08	-105.51	-7.5
3323	24.72	-107.4	-7.74
3325	60.15	-83.47	4.21
3332	39.6	-26.08	6.49
3335	13.22	-58.37	-4.3
3338	-26.92	-76.08	-16.62
3340	54.67	-114.86	-1.29
3342	53.56	-113.17	-1.4
3343	-32.43	-68.78	-17.05
3351	10.98	-5.06	2.07
3359	53.84	-112.4	-1.3
3363	45.66	-11.35	9.88
3365	53.46	-112.94	-1.49
3367	15.2	-32.83	-0.53
3397	62.31	-93.63	2.94
3400	54.42	-114.53	-1.75
3401	-22.97	-71.54	-15.23
3404	66.01	-93.31	3.93
3409	94.2	-108.52	8.82
3417	55.29	-113.57	-1.6
3420	34.21	-29.04	4.55
3435	18.54	-46.35	-1.72
3436	-25.7	-65.95	-15.3
3440	33.59	-38.43	3.04
3444	53.44	-113.13	-2.17
3446	41.99	-25.29	6.9
3454	18.55	-46.58	-1.79
3455	38.75	-26.13	5.97
3456	39.92	-25.81	6.3
3462	18.57	-46.64	-1.83
3466	39.03	-25.97	6.02
3467	18.56	-46.47	-1.83
3468	20.57	-48.28	-1.57
3472	19.28	-51.19	-2.33
3481	10.59	-50.62	-4.43
3482	108.21	-82.63	15.04
3484	-15.55	-97.89	-17.41
3493	75.85	-65	9.52
3503	45.76	-16.21	8.93
3508	70.45	-87.07	4.98
3513	73.48	-90.09	5.25
3514	-11.42	-87.06	-15.04
3517	19.01	-103.35	-9.96
3519	29.18	-152.93	-14.42
3526	2.53	-16.73	-1.75
3528	23.51	-6.96	4.74
3543	1.96	-16.39	-1.86
3544	8.94	-55.72	-5.78
3550	105.35	-79.74	14.19
3553	19.09	-46.94	-2.09
3554	-4.7	-31.43	-5.65
3559	17.88	-9.83	2.92
3560	18.53	-61.4	-4.35
3561	73.71	-90.17	4.91
3563	34.16	-38.56	2.72
3567	-14.5	-64.75	-12.88
3569	77.16	-88.91	5.81
3572	4.42	-12.51	-0.74
3577	35.22	-149.3	-13.2
3584	13.84	-47.95	-3.65
3586	9.03	-58.47	-6.36
3591	64.46	-35.78	10.32
3603	23.18	-6.85	4.57
3606	38.75	-25.57	5.55
3610	19.81	-53.83	-3.19
3611	39.19	-25.98	5.58
3631	18.66	-50.41	-3.02
3635	22.22	-6.69	4.33
3636	72.69	-87.18	4.38
3639	36.56	-35.78	3.44
3643	33.61	-45.89	1.18
3645	32.37	-78.45	-4.01
3662	12.7	-40.57	-3.09
3664	40.03	-25.68	5.69
3667	10.58	-15.56	0.17
3668	68.56	-88	3.06
3672	-42.63	-67.64	-20.45
3681	10.98	-52.33	-5.36
3688	20.07	-34.95	-0.55
3697	111.1	-83.94	13.46
3700	40.86	-25.25	5.8
3701	19.39	-46.03	-2.5
3713	36.91	-28.2	4.37
3714	15.94	-34.08	-1.52
3717	94.05	-54.11	13.83
3735	19.25	-50.7	-3.41
3738	23.76	-49.69	-2.19
3743	-13.22	-16.78	-5.76
3754	19.15	-51.88	-3.7
3758	14.1	-120.92	-15.86
3760	-17.62	-64.93	-14.45
3764	77.03	-90.12	3.79
3773	40.43	-25.12	5.49
3779	76.59	-117.02	-0.77
3781	21.76	-43.53	-1.88
3784	39.87	-35.57	3.6
3787	40.3	-26.02	5.24
3792	-5.18	4.64	-0.46
3801	38.2	-134.88	-12.92
3805	64.1	-138.26	-7.34
3812	-28.78	-66.57	-17.52
3821	36.14	-36.04	2.55
3822	-11.94	-93.97	-18.1
3824	70.41	21.23	19.89
3828	-28.11	-64.01	-17.02
3832	22.15	-48.27	-2.78
3833	21.73	-43.9	-2.18
3834	-6.11	-35.58	-7.27
3844	-2.71	4.86	0.17
3847	-27.21	-82.66	-20.01
3851	31.82	-78.8	-5.73
3853	2.79	-7.22	-0.55
3855	7.52	-19.51	-1.51
3863	-21.76	-81.1	-18.57
3865	37.8	-130.38	-13.05
3866	41.21	-26.05	5.17
3881	40.5	-24.87	5.15
3888	-21.53	-61.78	-15.36
3889	77.12	-87.63	2.97
3892	-47.1	-125.6	-32.07
3899	39.63	-24.33	4.98
3903	49.87	-31.8	6.01
3909	-27.52	-81.68	-20.26
3911	20.83	-105.4	-13.25
3912	68.27	-126.29	-5.89
3914	77.02	-87.85	2.54
3924	41.72	-24.29	5.38
3936	87.24	-71.79	7.53
3942	45.06	-16.3	7.44
3945	-11.45	-61.51	-13.3
3946	41.81	-25.72	5.05
3947	23.53	-108.43	-13.5
3948	-38.84	-28.77	-13.85
3950	40.19	-24.64	4.85
3953	40.97	-25.16	4.93
3957	-18.87	-73.33	-17.1
3958	-15.65	-62.99	-14.56
3966	40.82	-24.89	4.91
3969	40.72	-24.87	4.89
3971	-5.55	-36.03	-7.58
3974	-1.15	1.21	-0.05
3980	-9.37	-10.18	-3.91
3981	40.13	-24.58	4.79
3982	41.53	-25.42	4.95
3983	39.56	-24.33	4.7
3984	41.41	-25.43	4.91
3985	-19.47	-62.73	-15.45
3989	41.29	-25.32	4.9
3990	50.14	-23.02	7.3
3992	120.56	-74.68	14.15
3993	-9.41	-95.62	-19
4000	61.48	-109.32	-5.42
4005	41.24	-25.32	4.83
4013	1.5	-2.79	-0.15
4016	41.02	-24.24	4.95
4017	47.96	-83.82	-4.07
4020	41.44	-24.34	5
4021	40.74	-24.86	4.73
4026	61.58	-109.1	-5.67
4029	34.59	-31.54	2.14
4031	-65	-95.48	-31.72
4033	61.78	-109.38	-5.65
4042	41.46	-24.64	4.9
4047	5.95	-76.03	-12.33
4048	37.92	-92.74	-8.16
4049	41.29	-24.52	4.87
4051	41.76	-24.83	4.9
4052	62.3	-16.42	11.04
4056	62.99	-80.67	-0.39
4059	24.13	-44.1	-2.56
4060	61.81	-108.99	-5.82
4063	7.92	-14.32	-0.81
4067	103.41	-60.62	12.2
4082	25	-118.45	-15.89
4085	-20.35	-63.12	-16.01
4090	41.27	-25.08	4.68
4098	-26.39	-84.35	-21.26
4101	-9.92	-61.11	-13.36
4104	-20.15	-62.77	-15.95
4110	40.89	-25.18	4.51
4112	40.46	-25.08	4.44
4116	73.28	-83.66	0.97
4121	61.79	-109.02	-6.21
4126	-2.93	1.57	-0.36
4131	-22.16	-61.4	-16.24
4132	-8.35	-61.66	-13.22
4136	26.34	-47.17	-2.82
4142	25.1	-29.65	0.08
4143	6.56	-13.91	-1.11
4148	35.02	-32.17	1.78
4149	-20.26	-62.58	-16.12
4151	15.28	-31.64	-2.5
4161	-7.82	-60.43	-13
4168	43.88	-16.76	6.57
4173	-4.29	-32.12	-6.97
4176	53.96	-35.67	5.22
4180	-2.5	-52.36	-10.39
4181	-20.18	-61.84	-16.08
4184	42.77	-16.17	6.39
4187	-29.12	-63.31	-18.35
4192	22.2	-48.95	-4.35
4200	18.7	-84.73	-11.9
4206	41.53	-24.65	4.47
4210	42.62	-24.79	4.69
4220	37.27	-146.35	-19.64
4222	20.12	-50.05	-5.08
4224	41.14	-24.29	4.41
4226	60.05	-83.28	-2.68
4230	73.96	-81.76	0.63
4248	-23.34	-38.6	-12.49
4249	17.5	-47.44	-5.23
4271	-20.06	-62.07	-16.31
4272	20.42	-118.46	-18.24
4274	-5.52	-31.53	-7.27
4278	75.82	-63.87	4.27
4286	39.82	-21.59	4.51
4298	-23.51	-44.07	-13.66
4301	41.46	-25.96	4
4315	26.45	-32.21	-0.54
4320	41.29	-25.29	4.03
4321	40.02	-24.62	3.89
4334	-26.43	-63.94	-18.24
4338	42.11	-24.58	4.31
4347	23	-49.47	-4.74
4354	-20.52	-63.11	-16.86
4363	22.61	-43.66	-3.75
4365	-2.71	-52.4	-10.95
4367	3.99	-7.32	-0.59
4368	24.39	-47.18	-4.1
